,Power,Age,Engine,Manual,toyota,mercedes-benz,Diesel,Kilometers_Driven
213,0.35957338750634843,0.3846153846153847,0.5360303413400758,0,0,0,1,0.49330509580043425
110,0.20721178263077705,0.23076923076923078,0.1580278128950695,1,0,0,0,0.3176722451140627
1315,0.33722701879126465,0.3846153846153847,0.78803202697008,1,1,0,1,0.35603845829208963
412,0.23260538344337228,0.6923076923076924,0.24146649810366622,1,0,0,0,0.39440467147011654
3024,0.44235652615540894,0.3846153846153847,0.4075010535187526,1,0,0,0,0.363711700927695
897,0.20213306246825802,0.3076923076923077,0.26295828065739574,1,0,0,1,0.524849796275408
641,0.44235652615540894,0.3846153846153847,0.4075010535187526,0,0,0,0,0.3687453480966521
2828,0.24189944134078212,0.07692307692307693,0.24146649810366622,1,0,0,0,0.07980172341029594
1672,0.16678517013712552,0.3846153846153847,0.157606405394016,1,0,0,0,0.31762620565824906
2899,0.2666328085322499,0.23076923076923078,0.2418879056047198,1,0,0,0,0.30120546641805357
3370,0.4103605891315389,0.5384615384615384,0.3678887484197219,1,0,0,1,0.7397005900723586
1040,0.2579989842559675,0.3076923076923077,0.24146649810366622,1,0,0,0,0.10104893226828725
514,0.20162519045200616,0.7692307692307693,0.26295828065739574,1,0,0,1,0.2562863040292197
100,0.362112747587608,0.23076923076923078,0.32532659081331644,1,0,0,0,0.27163278930043044
26,0.25190452006094466,0.3846153846153847,0.3527180783817952,1,0,0,1,0.45579061255495956
1675,0.2427628237684104,0.46153846153846156,0.24146649810366622,1,0,0,0,0.2179200908511928
2314,0.3520568816658202,0.3076923076923077,0.41045090602612727,1,0,0,0,0.24861306139361428
1735,0.4393092940578975,0.46153846153846156,0.40918668352296667,0,0,1,0,0.2409398187580089
2084,0.42559674961909605,0.7692307692307693,0.3678887484197219,1,0,0,0,0.48648358309738104
363,0.27679024885728803,0.07692307692307693,0.24230931310577325,0,0,0,0,0.1490604114392701
3684,0.24189944134078212,0.23076923076923078,0.24146649810366622,1,0,0,0,0.15653414976634974
2489,0.2671406805485018,0.5384615384615384,0.2418879056047198,1,0,0,0,0.4097511567413273
3889,0.3524631792788217,0.6153846153846154,0.41045090602612727,1,0,0,0,0.5018300683685918
3906,0.16678517013712552,0.3846153846153847,0.157606405394016,0,0,0,0,0.33301873038527346
1073,0.3524631792788217,0.46153846153846156,0.41045090602612727,1,0,0,0,0.49415682573298647
1255,0.27577450482478416,0.23076923076923078,0.26295828065739574,1,0,0,1,0.5018300683685918
1989,0.9182326053834435,0.6153846153846154,0.7484197218710493,0,0,0,1,0.8162488586051578
3790,0.01675977653631283,0.3846153846153847,0.0,1,0,0,0,0.1335144218595336
3737,0.7125444388014222,0.3076923076923077,0.8980193847450484,1,1,0,1,0.49424890464461374
2051,0.28339258506856274,0.6923076923076924,0.32532659081331644,1,0,0,1,0.7120845898268149
1809,0.27577450482478416,0.3076923076923077,0.26295828065739574,1,0,0,1,0.46586558013550944
817,0.18181818181818182,0.46153846153846156,0.24104509060261275,1,0,0,0,0.45830743613943814
2308,0.4678517013712545,0.5384615384615384,0.403708386009271,1,0,0,1,0.899587946870468
3480,0.3519553072625699,0.5384615384615384,0.41045090602612727,1,0,0,0,0.46206732503088477
2157,0.42559674961909605,0.3846153846153847,0.3678887484197219,1,0,0,0,0.41394074722036783
176,0.42559674961909605,0.6153846153846154,0.3678887484197219,1,0,0,0,0.3790505129562701
815,0.7116810563737941,0.3076923076923077,0.5663716814159292,0,0,0,1,0.363711700927695
1693,0.17166074149314375,0.6923076923076924,0.32659081331647705,1,0,0,1,0.9928101716504376
1214,0.44235652615540894,0.6153846153846154,0.4075010535187526,1,0,0,0,0.27336694213607726
2207,0.16658202133062472,0.07692307692307693,0.157606405394016,0,0,0,0,0.20574265478848705
1152,0.3770949720670392,0.15384615384615385,0.3527180783817952,0,0,0,1,0.4416027869217252
1556,0.46724225495175226,0.3846153846153847,0.403708386009271,0,0,0,1,0.3713849435633004
333,0.42559674961909605,0.7692307692307693,0.3678887484197219,0,0,0,0,0.6783146489875156
2197,0.06145251396648044,0.5384615384615384,0.07248209018120522,1,0,0,0,0.10906747082249486
2203,0.1411884205180295,0.7692307692307693,0.15634218289085544,1,0,0,0,0.33455337891239456
2576,0.17166074149314375,0.5384615384615384,0.32659081331647705,1,0,0,1,0.5593793881356321
1306,0.2485525647536821,0.46153846153846156,0.3527180783817952,1,0,0,1,0.496305333670956
2865,0.5373285931945151,0.5384615384615384,0.6552886641382216,1,0,0,1,0.2793060319360358
1519,0.5276790248857288,0.46153846153846156,0.4930467762326169,0,1,0,0,0.4181993968831288
1000,0.5273235144743524,0.3076923076923077,0.49473240623683096,1,1,0,0,0.34836521565648426
1665,0.3519553072625699,0.23076923076923078,0.24146649810366622,0,0,0,0,0.2102468482155874
3652,0.5525647536820721,0.46153846153846156,0.5777496839443743,0,0,0,1,0.3867314288345111
2188,0.4220416455053327,0.23076923076923078,0.3678887484197219,1,0,0,0,0.2556340784051932
127,0.3472320975114271,0.3846153846153847,0.41045090602612727,1,0,0,0,0.39440467147011654
2861,0.10665312341289995,0.3076923076923077,0.08006742520016852,1,0,0,0,0.5057434221127506
2483,0.46724225495175226,0.15384615384615385,0.403708386009271,1,0,0,1,0.28120132286703037
1389,0.4528694768918234,0.3846153846153847,0.1580278128950695,1,0,0,0,0.3277702324225194
3577,0.44266124936516,0.07692307692307693,0.3678887484197219,1,0,0,0,0.12584117922392823
1650,0.20213306246825802,0.3846153846153847,0.26295828065739574,1,0,0,1,0.18722712030877126
1537,0.23494159471813103,0.15384615384615385,0.3156342182890855,1,0,0,0,0.14298320327187064
1513,0.27694261046216356,0.46153846153846156,0.36746734091866834,1,1,0,0,0.20314909877765241
3534,0.37734890807516513,0.6153846153846154,0.3683101559207754,1,0,0,1,0.35603845829208963
2239,0.44235652615540894,0.15384615384615385,0.4075010535187526,1,0,0,0,0.2845852228693323
249,0.6846114779075674,0.5384615384615384,0.9936788874841971,0,1,0,1,0.5555427668178294
2143,0.27679024885728803,0.3076923076923077,0.24230931310577325,0,0,0,0,0.24861306139361428
3765,0.16150330116810563,1.0,0.5360303413400758,1,0,0,1,0.5478695241822241
1569,0.13103098019299136,1.0,0.1554993678887484,1,0,0,0,0.6092554652670672
1660,0.18689690198070086,0.15384615384615385,0.20901812052254526,1,0,0,1,0.5555427668178294
1194,0.4678517013712545,0.5384615384615384,0.403708386009271,1,0,0,1,0.5095033110041972
1697,0.20086338242762825,0.5384615384615384,0.26295828065739574,1,0,0,1,0.5632160094534349
2809,0.3520568816658202,0.46153846153846156,0.3683101559207754,1,0,0,1,0.17188063503756051
2891,0.4169629253428137,0.5384615384615384,0.3678887484197219,0,0,0,0,0.45579061255495956
433,0.2270187912646014,0.6923076923076924,0.24146649810366622,1,0,0,0,0.4711370978261703
201,0.2270187912646014,0.6153846153846154,0.24146649810366622,1,0,0,0,0.2645887525609447
326,0.021330624682579985,0.5384615384615384,0.07248209018120522,1,0,0,0,0.49827735702830656
1474,0.26206196038598273,0.6923076923076924,0.24146649810366622,1,0,0,0,0.5511306523023564
2147,0.4220416455053327,0.15384615384615385,0.3678887484197219,1,0,0,0,0.07980172341029594
1683,0.4169629253428137,0.07692307692307693,0.3678887484197219,1,0,0,0,0.08721407579629074
2764,0.20081259522600303,0.3846153846153847,0.26295828065739574,1,0,0,1,0.34069197302087884
580,0.7252412392077197,0.5384615384615384,0.5777496839443743,0,0,0,1,0.8778189575132554
1023,0.4220416455053327,0.07692307692307693,0.3678887484197219,0,0,0,0,0.15116287992142596
2417,0.4220416455053327,0.3076923076923077,0.3678887484197219,0,0,0,0,0.24781504415951133
2382,0.24707973590655152,0.46153846153846156,0.24146649810366622,1,0,0,0,0.7044650598896587
830,0.2427628237684104,0.15384615384615385,0.24146649810366622,1,0,0,0,0.5671677294107716
85,0.4678517013712545,0.3076923076923077,0.403708386009271,1,0,0,1,0.5555120738472871
281,0.1767394616556628,0.0,0.17825537294563842,1,0,0,1,0.22006092554652668
3736,0.3770949720670392,0.23076923076923078,0.3527180783817952,1,0,0,1,0.4357634492760295
2536,0.3770949720670392,0.46153846153846156,0.3527180783817952,1,0,0,1,0.5690093076433169
624,0.2889791772473337,0.3076923076923077,0.3156342182890855,0,0,0,0,0.3862710342763748
3466,0.7116810563737941,0.46153846153846156,0.5663716814159292,0,0,0,1,0.6629681637163048
3946,0.20162519045200616,0.3076923076923077,0.26295828065739574,1,0,0,1,0.3029549657389716
1183,0.20213306246825802,0.15384615384615385,0.24230931310577325,1,0,0,0,0.4097511567413273
1545,0.2529202640934485,0.07692307692307693,0.24230931310577325,0,0,0,0,0.003069297054242151
1951,0.3270695784662265,0.3846153846153847,0.3683101559207754,1,0,0,1,0.5401962815466187
920,0.4169629253428137,0.3076923076923077,0.3678887484197219,1,0,0,0,0.40546948735065946
236,0.2270187912646014,0.3076923076923077,0.24146649810366622,1,0,0,0,0.2102468482155874
3844,0.16678517013712552,0.3846153846153847,0.157606405394016,0,0,0,0,0.5924894301082694
2082,0.09446419502285425,0.6153846153846154,0.32532659081331644,1,0,0,1,0.7320273474367532
377,0.2772981208735399,0.3846153846153847,0.3683101559207754,1,0,0,1,0.24400911581225107
3023,0.2671406805485018,0.46153846153846156,0.2418879056047198,1,0,0,0,0.12586419895183504
1443,0.35957338750634843,0.23076923076923078,0.7897176569742941,1,0,0,1,0.14118766449513898
397,0.16708989334687657,0.6153846153846154,0.157606405394016,1,0,0,0,0.3684998043323128
1171,0.5273235144743524,0.15384615384615385,0.49473240623683096,0,1,0,0,0.15653414976634974
1070,0.27577450482478416,0.07692307692307693,0.26295828065739574,1,0,0,1,0.13201046630295496
1724,0.4220416455053327,0.6153846153846154,0.3678887484197219,1,0,0,0,0.509741181525901
1247,0.33214829862874556,0.46153846153846156,0.3683101559207754,0,0,0,0,0.04910875286787443
356,0.4220416455053327,0.23076923076923078,0.3678887484197219,0,0,0,0,0.18722712030877126
3051,0.3770949720670392,0.46153846153846156,0.3527180783817952,1,0,0,1,0.45579061255495956
2291,0.27577450482478416,0.15384615384615385,0.26295828065739574,1,0,0,1,0.2409398187580089
2343,0.6896901980700865,0.5384615384615384,0.5777496839443743,0,0,0,1,0.6706414063519102
1514,0.16708989334687657,0.6923076923076924,0.157606405394016,1,0,0,0,0.5401962815466187
98,0.2067039106145252,0.8461538461538461,0.22166034555415087,1,0,0,0,0.5708892520890403
2537,0.2427628237684104,0.07692307692307693,0.24146649810366622,1,0,0,0,0.1526361425074622
1908,0.16678517013712552,0.07692307692307693,0.2418879056047198,1,0,0,0,0.17955387767316588
1404,0.2270187912646014,0.5384615384615384,0.24146649810366622,1,0,0,0,0.4711370978261703
3686,0.1518537328593194,0.6923076923076924,0.23978086809945215,1,0,0,0,0.5363596602288161
879,0.09700355510411374,0.07692307692307693,0.07374631268436577,1,0,0,0,0.003069297054242151
2518,0.09547993905535807,0.23076923076923078,0.07374631268436577,1,0,0,0,0.19673426793428633
2981,0.1719146775012697,0.6923076923076924,0.19469026548672563,1,0,0,0,0.4481173699193542
2066,0.44235652615540894,0.3846153846153847,0.4075010535187526,1,0,0,0,0.5095033110041972
1199,0.21635347892331136,0.3846153846153847,0.24230931310577325,1,0,0,0,0.2931178686801255
2580,0.20162519045200616,0.6153846153846154,0.26295828065739574,1,0,0,1,0.9929329435326073
1384,0.4678517013712545,0.3846153846153847,0.403708386009271,0,0,0,1,0.4369067624287347
1979,0.24707973590655152,0.46153846153846156,0.24146649810366622,1,0,0,0,0.3046277326335336
1198,0.11884205180294566,0.5384615384615384,0.13147914032869784,1,0,0,1,0.4404441272837488
96,0.27577450482478416,0.23076923076923078,0.26295828065739574,1,0,0,1,0.3176722451140627
1759,0.745556119857796,0.6153846153846154,0.5777496839443743,0,0,0,1,0.7596970603807462
2866,0.27679024885728803,0.3076923076923077,0.24230931310577325,0,0,0,0,0.08747496604590133
2183,0.16708989334687657,0.3846153846153847,0.157606405394016,1,0,0,0,0.4994820561220966
700,0.2666328085322499,0.46153846153846156,0.2418879056047198,1,0,0,0,0.302325759842852
1141,0.17166074149314375,0.5384615384615384,0.32659081331647705,1,0,0,1,0.4174627655901107
1072,0.3341797866937532,0.15384615384615385,0.36620311841550773,1,0,0,1,0.28476938069258684
2495,0.27577450482478416,0.23076923076923078,0.26295828065739574,1,0,0,1,0.2562863040292197
745,0.17166074149314375,0.8461538461538461,0.3219553308048883,1,0,0,0,0.5632160094534349
3379,0.4678517013712545,0.46153846153846156,0.403708386009271,1,0,0,1,0.2860047727569193
3410,0.20213306246825802,0.0,0.26295828065739574,0,0,0,1,0.49415682573298647
850,0.27679024885728803,0.07692307692307693,0.24230931310577325,0,0,0,0,0.018415782325452913
1066,0.16678517013712552,0.3846153846153847,0.157606405394016,1,0,0,0,0.425097642012538
3902,0.5273235144743524,0.3846153846153847,0.5663716814159292,0,0,0,1,0.46346385519056493
1208,0.2420518029456577,0.07692307692307693,0.24146649810366622,1,0,0,0,0.10453258442485208
509,0.014220416455053314,0.9230769230769232,0.07248209018120522,1,0,0,0,0.4481173699193542
3108,0.1719146775012697,0.6923076923076924,0.19469026548672563,1,0,0,0,0.6322751931738833
2256,0.42559674961909605,0.8461538461538461,0.3678887484197219,1,0,0,0,0.8759006468543541
1970,0.34433722701879127,0.5384615384615384,0.78803202697008,1,1,0,1,0.7934132885215963
1470,0.7116810563737941,0.5384615384615384,0.5663716814159292,0,0,0,1,0.474973719143973
3631,0.17166074149314375,0.46153846153846156,0.32659081331647705,1,0,0,1,0.49415682573298647
2515,0.25190452006094466,0.46153846153846156,0.3527180783817952,1,0,0,1,0.5259240502443927
637,0.2825799898425597,0.3846153846153847,0.3683101559207754,1,0,0,1,0.524849796275408
3540,0.4678517013712545,0.6153846153846154,0.403708386009271,1,0,0,1,0.2639135072090114
3594,0.46724225495175226,0.23076923076923078,0.403708386009271,1,0,0,1,0.3986479746476063
2246,0.20213306246825802,0.3846153846153847,0.26295828065739574,1,0,0,1,0.3185086285613437
2633,0.16678517013712552,0.3076923076923077,0.157606405394016,1,0,0,0,0.4602871327394243
1201,0.42559674961909605,0.5384615384615384,0.3678887484197219,1,0,0,0,0.5478695241822241
1714,0.16708989334687657,0.6923076923076924,0.157606405394016,1,0,0,0,0.2969544899979282
642,0.7282884713052311,0.5384615384615384,0.7290349768225874,1,0,0,0,0.49192391212602526
2884,0.2417470797359066,0.15384615384615385,0.24146649810366622,1,0,0,0,0.2092646731582299
2997,0.9639410868461149,0.6153846153846154,0.9957859249894647,0,0,1,1,0.7627203179791747
1366,0.19705434230573898,0.46153846153846156,0.24104509060261275,1,0,0,0,0.41654197647383806
2050,0.3520568816658202,0.3846153846153847,0.41045090602612727,1,0,0,0,0.425097642012538
2022,0.37734890807516513,0.3076923076923077,0.3527180783817952,1,0,0,1,0.425604076026488
88,0.5276790248857288,0.3846153846153847,0.6552886641382216,1,0,0,1,0.6092554652670672
2882,0.2270187912646014,0.6923076923076924,0.24146649810366622,1,0,0,0,0.5509388212364663
2096,0.20213306246825802,0.5384615384615384,0.26295828065739574,1,0,0,1,0.39625392294529743
2910,0.5373285931945151,0.3076923076923077,0.6552886641382216,1,0,0,1,0.6322751931738833
1241,0.27577450482478416,0.3076923076923077,0.26295828065739574,1,0,0,1,0.4481173699193542
1820,0.20198070086338243,0.3076923076923077,0.23683101559207753,1,0,0,1,0.4501200862472472
3573,0.5754697816150331,0.6153846153846154,0.5663716814159292,0,0,0,1,0.34836521565648426
3331,0.5373285931945151,0.15384615384615385,0.6552886641382216,1,0,0,1,0.3312769043069911
3232,0.4875571356018284,0.6923076923076924,0.49515381373788453,1,0,0,0,0.6552949210806994
1182,0.6973082783138651,0.0,0.8980193847450484,0,1,0,1,0.10408753635198698
2564,0.6077196546470292,0.15384615384615385,0.6552886641382216,1,0,0,1,0.3007911113157309
3773,0.3524631792788217,0.6923076923076924,0.41045090602612727,0,0,0,0,0.24861306139361428
3838,0.28339258506856274,0.3076923076923077,0.32532659081331644,1,0,0,1,0.4895452069089876
2877,0.6820721178263078,0.46153846153846156,0.9936788874841971,0,1,0,1,0.547347743683003
1200,0.8826815642458103,0.6153846153846154,0.5731142014327855,0,0,0,0,0.45553739554798456
791,0.24707973590655152,0.46153846153846156,0.24146649810366622,1,0,0,0,0.4721499658540702
638,0.6820721178263078,0.3846153846153847,0.9936788874841971,0,1,0,1,0.6015822226314618
3973,0.16678517013712552,0.15384615384615385,0.3118415507796039,1,1,0,1,0.3176722451140627
2604,0.5373285931945151,0.3846153846153847,0.6552886641382216,1,0,0,1,0.4711370978261703
2699,0.27694261046216356,0.6153846153846154,0.36746734091866834,1,1,0,0,0.3449889888968179
2048,0.17166074149314375,0.3846153846153847,0.32659081331647705,1,0,0,1,0.5707357872363281
3204,0.6776028440832911,0.5384615384615384,0.49473240623683096,0,0,0,0,0.6092554652670672
895,0.8344337227018792,0.9230769230769232,0.9957859249894647,0,0,1,1,0.5708892520890403
347,0.6973082783138651,0.23076923076923078,0.8980193847450484,0,1,0,1,0.3206494632566776
1946,0.16683595733875062,0.5384615384615384,0.3118415507796039,1,1,0,1,0.45579061255495956
1279,0.26917216861350945,0.15384615384615385,0.3118415507796039,1,1,0,1,0.04066818596870851
295,0.16708989334687657,0.6153846153846154,0.157606405394016,1,0,0,0,0.212548821006269
418,0.6973082783138651,0.23076923076923078,0.8980193847450484,0,1,0,1,0.27163278930043044
306,0.7607922803453531,0.3846153846153847,0.8731563421828907,0,0,0,1,0.49415682573298647
2790,0.3224987303199594,0.46153846153846156,0.3683101559207754,1,0,0,0,0.8164330164284124
3975,0.2427628237684104,0.15384615384615385,0.24146649810366622,1,0,0,0,0.1760241860607874
211,0.17166074149314375,0.6923076923076924,0.32659081331647705,1,0,0,1,0.6859878916231209
3043,0.16678517013712552,0.07692307692307693,0.157606405394016,1,0,0,0,0.22559333348679816
1488,0.7282884713052311,0.6153846153846154,0.7290349768225874,0,0,0,0,0.647621678445094
3253,0.27679024885728803,0.15384615384615385,0.23978086809945215,1,0,0,0,0.7627203179791747
2554,0.16201117318435754,0.5384615384615384,0.157606405394016,0,0,0,0,0.24792246955640984
2893,0.2427628237684104,0.23076923076923078,0.24146649810366622,1,0,0,0,0.11816793658832284
584,0.27679024885728803,0.07692307692307693,0.32532659081331644,1,0,0,1,0.09514820868150671
2217,0.44235652615540894,0.23076923076923078,0.4075010535187526,1,0,0,0,0.2639595466648251
1536,0.7912646013204674,0.46153846153846156,0.5777496839443743,0,0,0,1,0.747373832707964
2019,0.42559674961909605,0.7692307692307693,0.3678887484197219,1,0,0,0,0.23651235775726462
2175,0.20182833925850685,0.6153846153846154,0.26295828065739574,1,0,0,1,0.6015822226314618
1386,0.39512442864398173,0.6923076923076924,0.7897176569742941,1,0,0,1,0.8329074683670572
2401,0.30218384966988326,0.6923076923076924,0.3670459334176149,1,0,0,0,0.7292419603600284
2667,0.10665312341289995,0.3846153846153847,0.08006742520016852,1,0,0,0,0.15346485271210758
2505,0.6896901980700865,0.07692307692307693,0.561314791403287,1,0,0,1,0.11846719305111145
582,0.20213306246825802,0.23076923076923078,0.26295828065739574,1,0,0,1,0.2905166394266553
3428,0.2427628237684104,0.3846153846153847,0.24146649810366622,1,0,0,0,0.36394957144939877
3201,0.5276790248857288,0.5384615384615384,0.5663716814159292,1,0,0,1,0.5939089799958563
3152,0.25190452006094466,0.3076923076923077,0.3527180783817952,1,0,0,1,0.41742439937693265
3036,0.5754697816150331,0.5384615384615384,0.5663716814159292,0,0,0,1,0.3586934002440091
34,0.3524631792788217,0.5384615384615384,0.41045090602612727,1,0,0,1,0.5708892520890403
3599,0.4357541899441341,0.6923076923076924,0.6552886641382216,1,0,0,1,0.5478695241822241
3970,0.06500761808024377,0.3076923076923077,0.07121786767804467,1,0,0,1,0.3176722451140627
767,0.45454545454545464,0.6153846153846154,0.57606405394016,1,0,0,1,0.41742439937693265
1635,0.20213306246825802,0.6153846153846154,0.26295828065739574,1,0,0,1,0.4559440774076717
680,0.2483494159471813,0.07692307692307693,0.24146649810366622,0,0,0,0,0.09385143067608939
3644,0.22955815134586088,0.5384615384615384,0.24230931310577325,1,0,0,0,0.6351986986180489
930,0.26206196038598273,0.6923076923076924,0.24146649810366622,1,0,0,0,0.5733370164897984
2715,0.16678517013712552,0.6153846153846154,0.157606405394016,1,0,0,0,0.11407042502090957
2685,0.3509395632300661,0.6923076923076924,0.40539401601348507,1,0,0,0,0.5478695241822241
2185,0.2671406805485018,0.46153846153846156,0.2418879056047198,1,0,0,0,0.2507615693315838
3145,0.20213306246825802,0.3846153846153847,0.26295828065739574,1,0,0,1,0.5463348756551031
3004,0.2270187912646014,0.3076923076923077,0.24146649810366622,1,0,0,0,0.5779102691006192
1836,0.27679024885728803,0.5384615384615384,0.32532659081331644,1,0,0,1,0.7090076195299371
1472,0.20213306246825802,0.15384615384615385,0.26295828065739574,1,0,0,1,0.5478695241822241
3156,0.23260538344337228,0.46153846153846156,0.24146649810366622,0,0,0,0,0.6783146489875156
179,0.2270187912646014,0.3846153846153847,0.24146649810366622,1,0,0,0,0.6859878916231209
594,0.10665312341289995,0.5384615384615384,0.08006742520016852,1,0,0,0,0.5708892520890403
3501,0.2772981208735399,0.3076923076923077,0.3683101559207754,1,0,0,1,0.4788103404617757
3581,0.16658202133062472,0.46153846153846156,0.18415507796038766,1,0,0,0,0.2771268310275239
2264,0.27577450482478416,0.23076923076923078,0.26295828065739574,1,0,0,1,0.37905818619890574
2514,0.1517521584560691,0.3076923076923077,0.23978086809945215,1,0,0,0,0.7857400458859909
1518,0.4865413915693246,0.6923076923076924,0.49515381373788453,1,0,0,0,0.540871526898552
1319,0.16708989334687657,0.07692307692307693,0.157606405394016,1,0,0,0,0.011509863953408068
3106,0.2825799898425597,0.3846153846153847,0.3683101559207754,1,0,0,1,0.23683463394796003
2597,0.1819197562214322,0.5384615384615384,0.24104509060261275,1,0,0,0,0.1730469679181725
3384,0.2427628237684104,0.3846153846153847,0.24146649810366622,1,0,0,0,0.22559333348679816
3929,0.5273235144743524,0.5384615384615384,0.6552886641382216,1,0,0,1,0.6859878916231209
2427,0.16678517013712552,0.23076923076923078,0.157606405394016,0,0,0,0,0.28704833375536165
3734,0.3707465718638903,0.46153846153846156,0.93173198482933,1,0,0,1,0.3712775181664019
1450,0.20162519045200616,0.6153846153846154,0.26295828065739574,1,0,0,1,0.8394527443352285
3321,0.46724225495175226,0.23076923076923078,0.403708386009271,0,0,0,1,0.32439400566285304
1533,0.2270187912646014,0.46153846153846156,0.24146649810366622,1,0,0,0,0.4808437497602111
696,0.3520568816658202,0.3076923076923077,0.3683101559207754,0,0,0,1,0.5027662039701357
2441,0.18181818181818182,0.3846153846153847,0.20901812052254526,1,0,0,1,0.4404441272837488
3642,0.10665312341289995,0.23076923076923078,0.08006742520016852,1,0,0,0,0.18991275523123313
447,0.27694261046216356,0.3076923076923077,0.32532659081331644,1,0,0,1,0.20257360557998202
2538,0.16201117318435754,0.8461538461538461,0.157606405394016,1,0,0,0,0.3895398356391427
2727,0.30218384966988326,0.3846153846153847,0.3156342182890855,1,0,0,0,0.35910008210369615
1784,0.2666328085322499,0.15384615384615385,0.2418879056047198,1,0,0,0,0.24097818497118695
3864,0.6566785170137126,0.15384615384615385,0.7454698693636745,1,0,0,0,0.18722712030877126
41,0.7912646013204674,0.46153846153846156,0.5777496839443743,0,0,0,1,0.18722712030877126
3107,0.06653123412899947,0.15384615384615385,0.07248209018120522,1,0,0,0,0.014809358286718382
2365,0.4220416455053327,0.15384615384615385,0.3678887484197219,1,0,0,0,0.2179200908511928
2531,0.20213306246825802,0.3076923076923077,0.26295828065739574,1,0,0,1,0.4097511567413273
2996,0.16678517013712552,0.3846153846153847,0.157606405394016,1,0,0,0,0.3109428113226368
1410,0.2427628237684104,0.15384615384615385,0.2418879056047198,1,0,0,0,0.18573851123746382
1869,0.27694261046216356,0.15384615384615385,0.32532659081331644,1,0,0,1,0.3253454877496681
1804,0.34433722701879127,0.6153846153846154,0.78803202697008,1,1,0,1,0.5325230389110134
3885,0.16678517013712552,0.3846153846153847,0.157606405394016,1,0,0,0,0.41954988758699535
955,0.18181818181818182,1.0,0.28445006321112515,1,0,0,0,0.7496220928001963
2862,0.2772981208735399,0.3846153846153847,0.26295828065739574,1,0,0,1,0.4327708846481434
3576,0.42559674961909605,0.6153846153846154,0.3678887484197219,1,0,0,0,0.7315362599080745
3113,0.20213306246825802,0.3076923076923077,0.26295828065739574,1,0,0,1,0.4897370379748778
2408,0.5276790248857288,0.3846153846153847,0.5663716814159292,1,0,0,1,0.7115014233865088
1302,0.1122397155916709,0.23076923076923078,0.13147914032869784,1,0,0,1,0.6371016627916791
142,0.5769426104621638,0.15384615384615385,0.7454698693636745,1,1,0,1,0.3268801362767892
2234,0.42559674961909605,0.7692307692307693,0.3678887484197219,1,0,0,0,0.4945788540779448
852,0.16708989334687657,0.9230769230769232,0.157606405394016,1,0,0,0,0.3176722451140627
2161,0.42559674961909605,0.6153846153846154,0.3678887484197219,1,0,0,0,0.5018300683685918
2598,0.20162519045200616,0.5384615384615384,0.2418879056047198,1,0,0,0,0.5708892520890403
16,0.20213306246825802,0.3846153846153847,0.26295828065739574,1,0,0,1,0.2639595466648251
3831,0.1517521584560691,0.3076923076923077,0.23978086809945215,1,0,0,0,0.6322751931738833
1769,0.7303199593702387,0.6153846153846154,0.4938895912347239,1,0,1,0,0.4722727377362399
67,0.2417470797359066,0.15384615384615385,0.24146649810366622,0,0,0,0,0.3176722451140627
1797,0.20213306246825802,0.3076923076923077,0.2418879056047198,1,0,0,0,0.16420739240195512
3678,0.4220416455053327,0.5384615384615384,0.3678887484197219,1,0,0,0,0.2562863040292197
408,0.5424073133570342,0.23076923076923078,0.5663716814159292,0,0,0,1,0.23342771421775124
2272,0.18181818181818182,0.3846153846153847,0.20901812052254526,1,0,0,1,0.48648358309738104
2901,0.20162519045200616,0.3076923076923077,0.2418879056047198,1,0,0,0,0.25636303645557573
933,0.2427628237684104,0.15384615384615385,0.24146649810366622,1,0,0,0,0.17188063503756051
2405,0.25190452006094466,0.3846153846153847,0.9827222924568058,1,0,0,1,0.5018300683685918
3931,0.12168613509395632,0.46153846153846156,0.157606405394016,1,0,0,0,0.4711370978261703
3190,0.24733367191467753,0.3076923076923077,0.24146649810366622,1,0,0,0,0.10991920075504706
395,0.20162519045200616,0.6153846153846154,0.24230931310577325,1,0,0,1,0.502098631860838
2659,0.33722701879126465,0.3076923076923077,0.78803202697008,1,1,0,1,0.7627203179791747
2260,0.16201117318435754,0.6153846153846154,0.157606405394016,1,0,0,0,0.4079556179645956
1431,0.44235652615540894,0.23076923076923078,0.4075010535187526,1,0,0,0,0.19490036294437665
807,0.3291010665312342,0.3076923076923077,0.3683101559207754,1,0,0,1,0.34069197302087884
456,0.2825799898425597,0.3846153846153847,0.3683101559207754,1,0,0,1,0.4481173699193542
3068,0.37734890807516513,0.46153846153846156,0.3527180783817952,1,0,0,1,0.45579061255495956
2350,0.3520568816658202,0.3076923076923077,0.41045090602612727,1,0,0,0,0.1547309377469825
4003,0.2420518029456577,0.07692307692307693,0.24146649810366622,1,0,0,0,0.302325759842852
2880,0.5754697816150331,0.6153846153846154,0.5663716814159292,0,0,0,1,0.4327708846481434
315,0.5271711528694769,0.5384615384615384,0.6552886641382216,1,0,0,1,0.5738894899595619
3824,0.17166074149314375,0.9230769230769232,0.3219553308048883,1,0,0,0,0.7627203179791747
2290,0.4357541899441341,0.3076923076923077,0.6552886641382216,1,0,0,1,0.2639595466648251
1673,0.004062976130015217,0.6153846153846154,0.0,1,0,0,0,0.49415682573298647
2492,0.5373285931945151,0.46153846153846156,0.6552886641382216,1,0,0,1,0.5605150280457017
